"Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"FDD20","OUT049",NA
"FDS36","OUT018",NA
"FDI40","OUT049",NA
"FDJ40","OUT045",NA
"FDE08","OUT013",NA
"DRK01","OUT013",NA
"FDC58","OUT049",NA
"FDE50","OUT046",NA
"FDX48","OUT035",NA
"DRM35","OUT018",NA
"FDG41","OUT013",NA
"FDB52","OUT046",NA
"FDV19","OUT045",NA
"DRG48","OUT017",NA
"FDI26","OUT013",NA
"FDU11","OUT019",NA
"FDF59","OUT019",NA
"FDR07","OUT049",NA
"NCE06","OUT017",NA
"FDE10","OUT046",NA
"NCO55","OUT046",NA
"FDZ13","OUT013",NA
"FDT50","OUT017",NA
"FDH12","OUT010",NA
"FDD21","OUT045",NA
"NCM05","OUT013",NA
"FDK04","OUT013",NA
"FDN33","OUT017",NA
"NCM18","OUT010",NA
"DRC25","OUT049",NA
"FDT47","OUT017",NA
"FDD45","OUT027",NA
"NCD07","OUT018",NA
"NCY54","OUT010",NA
"FDL12","OUT049",NA
"FDL02","OUT017",NA
"FDC60","OUT035",NA
"FDR37","OUT017",NA
"FDY16","OUT017",NA
"FDU26","OUT045",NA
"FDN24","OUT013",NA
"FDH44","OUT013",NA
"FDE23","OUT010",NA
"FDW60","OUT017",NA
"FDQ55","OUT049",NA
"FDV32","OUT027",NA
"FDV03","OUT010",NA
"FDY14","OUT010",NA
"NCL55","OUT027",NA
"DRF25","OUT017",NA
"FDX03","OUT046",NA
"FDF40","OUT045",NA
"FDX24","OUT010",NA
"FDA25","OUT049",NA
"FDH21","OUT018",NA
"FDB47","OUT010",NA
"FDT34","OUT019",NA
"FDS39","OUT010",NA
"NCU05","OUT046",NA
"FDE02","OUT049",NA
"FDL25","OUT035",NA
"FDC50","OUT049",NA
"FDZ32","OUT049",NA
"FDV14","OUT045",NA
"FDR07","OUT045",NA
"FDB26","OUT049",NA
"NCR50","OUT045",NA
"FDP01","OUT018",NA
"FDH57","OUT045",NA
"FDM60","OUT027",NA
"FDA45","OUT017",NA
"FDU55","OUT017",NA
"FDH40","OUT035",NA
"FDG40","OUT019",NA
"FDT12","OUT049",NA
"DRL59","OUT045",NA
"FDT47","OUT018",NA
"FDI60","OUT017",NA
"DRF51","OUT027",NA
"NCK31","OUT049",NA
"FDB08","OUT045",NA
"FDM44","OUT035",NA
"FDD46","OUT018",NA
"FDR27","OUT019",NA
"FDV56","OUT010",NA
"FDM02","OUT049",NA
"FDU45","OUT018",NA
"FDZ10","OUT017",NA
"NCK31","OUT010",NA
"FDR27","OUT035",NA
"FDF33","OUT013",NA
"FDJ36","OUT046",NA
"FDP33","OUT049",NA
"FDG17","OUT046",NA
"FDG47","OUT027",NA
"NCW29","OUT046",NA
"DRH59","OUT017",NA
"FDR32","OUT017",NA
"FDP48","OUT035",NA
"FDG17","OUT035",NA
"DRJ59","OUT017",NA
"FDY48","OUT027",NA
"FDB02","OUT046",NA
"FDN10","OUT019",NA
"NCD55","OUT035",NA
"FDX34","OUT013",NA
"FDZ38","OUT045",NA
"DRF37","OUT049",NA
"DRL47","OUT019",NA
"FDL27","OUT035",NA
"NCP53","OUT035",NA
"FDT03","OUT019",NA
"FDJ28","OUT035",NA
"FDF40","OUT018",NA
"FDA32","OUT035",NA
"NCP02","OUT017",NA
"FDZ31","OUT045",NA
"NCQ29","OUT013",NA
"FDP57","OUT010",NA
"FDL32","OUT027",NA
"DRB01","OUT035",NA
"FDJ40","OUT046",NA
"FDO24","OUT018",NA
"FDO11","OUT018",NA
"FDA56","OUT035",NA
"FDF02","OUT045",NA
"FDA10","OUT013",NA
"NCI55","OUT017",NA
"FDZ40","OUT010",NA
"FDV08","OUT049",NA
"FDN48","OUT013",NA
"FDU57","OUT017",NA
"DRF49","OUT013",NA
"FDS02","OUT035",NA
"FDS43","OUT046",NA
"FDT16","OUT013",NA
"FDX19","OUT027",NA
"FDK15","OUT046",NA
"DRA12","OUT049",NA
"FDY35","OUT017",NA
"NCU42","OUT013",NA
"FDD26","OUT013",NA
"FDR11","OUT018",NA
"NCP53","OUT045",NA
"FDP34","OUT045",NA
"NCV41","OUT019",NA
"FDN20","OUT018",NA
"FDZ16","OUT018",NA
"FDZ28","OUT049",NA
"NCL55","OUT013",NA
"NCJ17","OUT046",NA
"FDT37","OUT046",NA
"FDV51","OUT049",NA
"FDZ28","OUT035",NA
"FDN27","OUT013",NA
"FDS14","OUT019",NA
"FDZ58","OUT045",NA
"FDD46","OUT046",NA
"FDJ03","OUT035",NA
"FDU03","OUT010",NA
"FDA33","OUT027",NA
"NCW53","OUT035",NA
"NCC55","OUT017",NA
"FDP52","OUT019",NA
"FDE39","OUT049",NA
"FDB44","OUT035",NA
"FDG59","OUT013",NA
"FDI05","OUT013",NA
"FDF59","OUT045",NA
"FDM39","OUT019",NA
"FDB14","OUT013",NA
"NCS05","OUT019",NA
"DRJ35","OUT045",NA
"FDO31","OUT019",NA
"FDA31","OUT046",NA
"FDX40","OUT049",NA
"FDW56","OUT045",NA
"FDH09","OUT018",NA
"FDA52","OUT019",NA
"FDF20","OUT019",NA
"FDE40","OUT046",NA
"NCU17","OUT046",NA
"NCP14","OUT035",NA
"FDN25","OUT027",NA
"FDU39","OUT049",NA
"NCM05","OUT017",NA
"FDU07","OUT017",NA
"FDF28","OUT049",NA
"FDR57","OUT049",NA
"FDJ33","OUT013",NA
"DRH23","OUT035",NA
"FDQ52","OUT046",NA
"DRK13","OUT035",NA
"FDP09","OUT046",NA
"FDR08","OUT027",NA
"FDV50","OUT045",NA
"FDT13","OUT049",NA
"FDJ27","OUT027",NA
"FDH21","OUT046",NA
"FDW14","OUT027",NA
"FDL52","OUT049",NA
"FDW28","OUT017",NA
"FDL40","OUT049",NA
"FDE24","OUT046",NA
"FDX35","OUT049",NA
"FDP46","OUT017",NA
"FDX56","OUT045",NA
"FDQ45","OUT049",NA
"FDK50","OUT027",NA
"FDY26","OUT045",NA
"FDQ09","OUT017",NA
"FDN39","OUT049",NA
"FDP13","OUT017",NA
"FDR51","OUT013",NA
"FDZ49","OUT010",NA
"FDL28","OUT018",NA
"FDZ10","OUT035",NA
"FDK38","OUT013",NA
"DRL49","OUT027",NA
"FDR15","OUT013",NA
"FDQ24","OUT035",NA
"FDD56","OUT013",NA
"NCR42","OUT046",NA
"FDH52","OUT045",NA
"FDH57","OUT019",NA
"FDR15","OUT010",NA
"FDJ34","OUT035",NA
"FDW37","OUT035",NA
"FDQ23","OUT018",NA
"FDP34","OUT013",NA
"FDE04","OUT027",NA
"FDC48","OUT045",NA
"FDA47","OUT019",NA
"FDI35","OUT018",NA
"NCV05","OUT013",NA
"FDR28","OUT045",NA
"FDH31","OUT017",NA
"FDP59","OUT019",NA
"FDS19","OUT018",NA
"FDM60","OUT045",NA
"FDJ44","OUT018",NA
"DRH51","OUT017",NA
"DRC25","OUT017",NA
"DRE25","OUT013",NA
"NCX05","OUT049",NA
"FDR11","OUT017",NA
"DRP47","OUT045",NA
"DRC49","OUT019",NA
"FDQ47","OUT027",NA
"FDL20","OUT013",NA
"FDM34","OUT035",NA
"NCN55","OUT013",NA
"FDD41","OUT035",NA
"FDE52","OUT049",NA
"NCT18","OUT019",NA
"FDJ32","OUT018",NA
"FDE16","OUT046",NA
"FDZ09","OUT045",NA
"DRZ11","OUT046",NA
"FDK41","OUT049",NA
"FDE56","OUT049",NA
"FDH34","OUT013",NA
"DRI49","OUT013",NA
"DRI59","OUT046",NA
"DRC36","OUT049",NA
"FDS15","OUT019",NA
"FDI07","OUT018",NA
"FDZ15","OUT018",NA
"NCX41","OUT027",NA
"NCO29","OUT019",NA
"FDF57","OUT013",NA
"FDI33","OUT035",NA
"DRJ47","OUT049",NA
"FDB34","OUT046",NA
"FDY22","OUT027",NA
"DRL11","OUT017",NA
"FDY46","OUT035",NA
"FDG17","OUT013",NA
"FDE52","OUT018",NA
"DRP47","OUT027",NA
"FDO01","OUT010",NA
"FDL09","OUT046",NA
"FDR57","OUT013",NA
"DRD37","OUT035",NA
"FDQ36","OUT027",NA
"FDL33","OUT049",NA
"FDL48","OUT045",NA
"FDL28","OUT049",NA
"NCN29","OUT046",NA
"FDO13","OUT035",NA
"FDB38","OUT045",NA
"FDI36","OUT035",NA
"FDI58","OUT035",NA
"FDH22","OUT018",NA
"FDQ27","OUT013",NA
"FDT33","OUT046",NA
"FDC56","OUT045",NA
"FDF14","OUT046",NA
"FDQ39","OUT017",NA
"NCM43","OUT017",NA
"FDS46","OUT035",NA
"FDI22","OUT049",NA
"NCE43","OUT045",NA
"FDZ36","OUT010",NA
"FDR13","OUT019",NA
"FDP46","OUT018",NA
"FDW56","OUT019",NA
"FDB40","OUT017",NA
"FDM28","OUT018",NA
"FDV49","OUT013",NA
"NCS53","OUT018",NA
"FDO03","OUT049",NA
"FDT15","OUT035",NA
"FDD33","OUT049",NA
"FDX13","OUT017",NA
"FDH60","OUT013",NA
"DRH51","OUT046",NA
"NCL07","OUT049",NA
"FDW51","OUT045",NA
"FDF21","OUT019",NA
"FDH26","OUT019",NA
"FDJ03","OUT049",NA
"FDU35","OUT017",NA
"DRL01","OUT018",NA
"FDE59","OUT045",NA
"FDI60","OUT035",NA
"DRH39","OUT035",NA
"FDK36","OUT049",NA
"FDN52","OUT045",NA
"FDU12","OUT017",NA
"NCT05","OUT027",NA
"FDS37","OUT027",NA
"FDK24","OUT017",NA
"DRF36","OUT013",NA
"FDN46","OUT010",NA
"NCN06","OUT045",NA
"FDD59","OUT035",NA
"FDM14","OUT045",NA
"FDO10","OUT018",NA
"FDU35","OUT013",NA
"NCA30","OUT018",NA
"NCO41","OUT049",NA
"FDI24","OUT046",NA
"FDZ16","OUT046",NA
"FDV47","OUT046",NA
"FDV16","OUT045",NA
"FDZ22","OUT035",NA
"FDO20","OUT010",NA
"FDW38","OUT013",NA
"FDW52","OUT045",NA
"FDT43","OUT019",NA
"NCS29","OUT045",NA
"NCC31","OUT017",NA
"FDA21","OUT017",NA
"FDQ55","OUT046",NA
"NCE54","OUT049",NA
"FDD45","OUT017",NA
"NCP17","OUT017",NA
"FDR47","OUT035",NA
"DRM35","OUT013",NA
"FDR47","OUT019",NA
"FDX19","OUT010",NA
"FDV22","OUT027",NA
"FDQ46","OUT027",NA
"DRO47","OUT045",NA
"FDB44","OUT010",NA
"FDN02","OUT010",NA
"FDW10","OUT045",NA
"FDJ41","OUT019",NA
"FDM50","OUT046",NA
"FDW10","OUT035",NA
"FDY48","OUT049",NA
"NCE30","OUT027",NA
"FDO04","OUT045",NA
"FDQ26","OUT010",NA
"NCX29","OUT018",NA
"FDE39","OUT046",NA
"NCR54","OUT027",NA
"NCP55","OUT027",NA
"FDX22","OUT017",NA
"FDI05","OUT035",NA
"FDC51","OUT027",NA
"FDC10","OUT013",NA
"FDJ46","OUT045",NA
"FDV10","OUT010",NA
"FDX12","OUT027",NA
"FDL43","OUT019",NA
"DRB13","OUT046",NA
"FDF59","OUT027",NA
"FDT35","OUT049",NA
"NCJ19","OUT035",NA
"FDT35","OUT018",NA
"FDI48","OUT046",NA
"DRC24","OUT019",NA
"NCZ05","OUT017",NA
"FDJ57","OUT049",NA
"FDX11","OUT017",NA
"FDE09","OUT035",NA
"NCK06","OUT049",NA
"DRE37","OUT017",NA
"FDV56","OUT046",NA
"FDY43","OUT017",NA
"FDV35","OUT013",NA
"FDF05","OUT019",NA
"FDA36","OUT035",NA
"FDS13","OUT027",NA
"FDU47","OUT013",NA
"FDI36","OUT010",NA
"FDH48","OUT046",NA
"FDZ14","OUT013",NA
"FDS46","OUT013",NA
"FDE21","OUT017",NA
"FDA26","OUT049",NA
"FDV12","OUT046",NA
"FDL46","OUT019",NA
"FDN57","OUT013",NA
"NCJ18","OUT017",NA
"FDO36","OUT045",NA
"FDX55","OUT018",NA
"FDT25","OUT019",NA
"FDD16","OUT049",NA
"NCX18","OUT013",NA
"NCG55","OUT018",NA
"NCV18","OUT049",NA
"NCS18","OUT035",NA
"FDC37","OUT045",NA
"FDE47","OUT046",NA
"DRG49","OUT019",NA
"FDC39","OUT049",NA
"FDH24","OUT019",NA
"FDV39","OUT027",NA
"NCL17","OUT045",NA
"NCY53","OUT035",NA
"FDH52","OUT013",NA
"NCD19","OUT018",NA
"FDI44","OUT046",NA
"DRD49","OUT027",NA
"FDN08","OUT035",NA
"FDO20","OUT027",NA
"FDY02","OUT046",NA
"FDX23","OUT045",NA
"FDX01","OUT017",NA
"FDH20","OUT027",NA
"NCX41","OUT017",NA
"FDD21","OUT027",NA
"DRH11","OUT019",NA
"DRE60","OUT018",NA
"FDB10","OUT013",NA
"FDH38","OUT013",NA
"NCL07","OUT018",NA
"FDD48","OUT046",NA
"NCT54","OUT027",NA
"FDF32","OUT027",NA
"DRH51","OUT045",NA
"DRG03","OUT035",NA
"NCY42","OUT019",NA
"FDH32","OUT017",NA
"NCJ06","OUT027",NA
"FDH47","OUT027",NA
"FDZ08","OUT018",NA
"FDK16","OUT017",NA
"DRG01","OUT018",NA
"NCM53","OUT027",NA
"NCB07","OUT035",NA
"NCZ06","OUT035",NA
"FDU48","OUT049",NA
"NCB55","OUT027",NA
"FDP15","OUT013",NA
"FDF17","OUT046",NA
"NCN06","OUT049",NA
"DRM48","OUT018",NA
"FDH10","OUT046",NA
"FDC60","OUT018",NA
"FDE35","OUT018",NA
"DRI23","OUT013",NA
"NCR38","OUT013",NA
"FDP04","OUT035",NA
"NCW17","OUT045",NA
"FDX34","OUT017",NA
"NCK53","OUT045",NA
"NCO54","OUT010",NA
"NCH55","OUT046",NA
"FDT44","OUT027",NA
"DRG49","OUT046",NA
"FDX46","OUT010",NA
"DRG36","OUT049",NA
"FDU37","OUT049",NA
"FDK10","OUT049",NA
"DRF37","OUT027",NA
"FDC44","OUT035",NA
"FDP15","OUT046",NA
"FDZ27","OUT027",NA
"FDY22","OUT019",NA
"DRG51","OUT035",NA
"FDN58","OUT045",NA
"FDW01","OUT049",NA
"FDX24","OUT018",NA
"FDO51","OUT017",NA
"FDJ52","OUT027",NA
"NCY06","OUT010",NA
"FDE20","OUT018",NA
"FDT23","OUT010",NA
"FDQ51","OUT046",NA
"FDE35","OUT046",NA
"FDB46","OUT013",NA
"NCG19","OUT035",NA
"NCL06","OUT018",NA
"FDT36","OUT019",NA
"FDC56","OUT049",NA
"FDJ26","OUT049",NA
"FDZ59","OUT017",NA
"FDV11","OUT027",NA
"FDR13","OUT010",NA
"FDI15","OUT018",NA
"FDF47","OUT018",NA
"NCB54","OUT019",NA
"NCK19","OUT027",NA
"FDX16","OUT017",NA
"FDL50","OUT045",NA
"NCE31","OUT035",NA
"DRJ01","OUT049",NA
"FDE22","OUT013",NA
"FDY20","OUT019",NA
"NCO14","OUT045",NA
"NCR50","OUT017",NA
"DRM47","OUT017",NA
"FDO27","OUT010",NA
"FDJ20","OUT027",NA
"NCX17","OUT013",NA
"FDG59","OUT049",NA
"FDD52","OUT045",NA
"FDO48","OUT017",NA
"FDC59","OUT019",NA
"FDS15","OUT018",NA
"FDB47","OUT035",NA
"FDV14","OUT019",NA
"FDB27","OUT013",NA
"FDA35","OUT035",NA
"FDN51","OUT018",NA
"FDO39","OUT019",NA
"FDB28","OUT049",NA
"DRJ25","OUT046",NA
"FDH46","OUT027",NA
"FDI10","OUT045",NA
"FDU21","OUT018",NA
"FDD09","OUT049",NA
"FDD10","OUT046",NA
"FDN31","OUT010",NA
"FDA46","OUT018",NA
"FDM56","OUT046",NA
"FDF11","OUT010",NA
"FDS32","OUT018",NA
"NCM06","OUT013",NA
"FDZ26","OUT045",NA
"FDO01","OUT013",NA
"FDJ46","OUT049",NA
"FDG26","OUT019",NA
"FDZ38","OUT035",NA
"NCO55","OUT013",NA
"FDT60","OUT035",NA
"FDW37","OUT049",NA
"NCK42","OUT018",NA
"FDA45","OUT046",NA
"FDW55","OUT018",NA
"FDY44","OUT017",NA
"FDQ31","OUT017",NA
"FDM09","OUT049",NA
"FDH12","OUT018",NA
"NCQ43","OUT035",NA
"FDT33","OUT035",NA
"NCT41","OUT018",NA
"DRJ25","OUT010",NA
"NCQ41","OUT046",NA
"NCN17","OUT049",NA
"DRO35","OUT027",NA
"FDU27","OUT018",NA
"FDY43","OUT027",NA
"FDG46","OUT035",NA
"DRL49","OUT018",NA
"NCB55","OUT049",NA
"FDK28","OUT049",NA
"FDO49","OUT045",NA
"FDT03","OUT013",NA
"FDW33","OUT027",NA
"FDR02","OUT035",NA
"FDF50","OUT013",NA
"FDA40","OUT018",NA
"NCT53","OUT018",NA
"FDY60","OUT035",NA
"FDP44","OUT027",NA
"NCQ50","OUT045",NA
"NCC30","OUT017",NA
"FDQ60","OUT018",NA
"FDG41","OUT046",NA
"FDQ03","OUT046",NA
"FDM03","OUT045",NA
"FDZ51","OUT018",NA
"DRF51","OUT035",NA
"FDF39","OUT017",NA
"FDW52","OUT035",NA
"FDY22","OUT049",NA
"FDG14","OUT013",NA
"FDA57","OUT017",NA
"FDL45","OUT019",NA
"FDX28","OUT046",NA
"NCQ54","OUT013",NA
"FDH40","OUT045",NA
"FDU52","OUT035",NA
"FDT60","OUT010",NA
"FDK08","OUT045",NA
"FDN04","OUT049",NA
"FDE50","OUT013",NA
"FDI16","OUT049",NA
"FDM50","OUT049",NA
"NCV30","OUT049",NA
"FDT44","OUT013",NA
"FDY60","OUT013",NA
"FDT56","OUT017",NA
"FDV58","OUT018",NA
"FDU04","OUT013",NA
"NCN05","OUT027",NA
"FDI53","OUT018",NA
"FDD34","OUT046",NA
"FDW47","OUT027",NA
"FDT51","OUT027",NA
"FDO27","OUT013",NA
"NCQ18","OUT018",NA
"NCW05","OUT013",NA
"FDI15","OUT010",NA
"NCH43","OUT010",NA
"FDT40","OUT049",NA
"NCG19","OUT017",NA
"NCM30","OUT035",NA
"FDB38","OUT017",NA
"FDB22","OUT046",NA
"FDC58","OUT046",NA
"NCI29","OUT013",NA
"FDA23","OUT010",NA
"DRG48","OUT013",NA
"FDV21","OUT013",NA
"NCG18","OUT019",NA
"FDG40","OUT045",NA
"FDU24","OUT018",NA
"FDA22","OUT049",NA
"FDY35","OUT046",NA
"FDJ15","OUT045",NA
"NCW18","OUT018",NA
"FDK56","OUT018",NA
"FDF44","OUT046",NA
"FDP51","OUT049",NA
"FDU22","OUT027",NA
"FDM28","OUT017",NA
"NCL42","OUT046",NA
"FDJ15","OUT019",NA
"FDI32","OUT018",NA
"DRL11","OUT046",NA
"DRO59","OUT018",NA
"FDA07","OUT019",NA
"NCO53","OUT013",NA
"FDO21","OUT045",NA
"FDW39","OUT045",NA
"NCV17","OUT013",NA
"FDE22","OUT046",NA
"NCB06","OUT018",NA
"DRF48","OUT017",NA
"FDB05","OUT013",NA
"FDP28","OUT027",NA
"FDP23","OUT046",NA
"NCS41","OUT018",NA
"FDS40","OUT018",NA
"FDA16","OUT017",NA
"FDN20","OUT035",NA
"FDF04","OUT027",NA
"DRG36","OUT018",NA
"FDW16","OUT018",NA
"FDU09","OUT017",NA
"FDW01","OUT046",NA
"FDB15","OUT045",NA
"NCJ17","OUT049",NA
"NCT18","OUT018",NA
"FDG16","OUT018",NA
"FDP27","OUT017",NA
"FDQ44","OUT027",NA
"FDL50","OUT027",NA
"FDW57","OUT027",NA
"FDS34","OUT013",NA
"NCV30","OUT035",NA
"FDD26","OUT018",NA
"FDA03","OUT045",NA
"FDS27","OUT018",NA
"FDM12","OUT013",NA
"NCV42","OUT027",NA
"NCS41","OUT046",NA
"FDN56","OUT018",NA
"DRK59","OUT046",NA
"NCG18","OUT046",NA
"NCN26","OUT017",NA
"FDI60","OUT027",NA
"NCI43","OUT049",NA
"NCL17","OUT049",NA
"FDQ19","OUT019",NA
"FDY43","OUT049",NA
"FDR36","OUT049",NA
"FDJ58","OUT049",NA
"DRY23","OUT045",NA
"FDK26","OUT027",NA
"DRH03","OUT045",NA
"FDC10","OUT010",NA
"FDD23","OUT013",NA
"FDP32","OUT045",NA
"FDO31","OUT035",NA
"FDQ57","OUT013",NA
"FDX32","OUT027",NA
"FDC39","OUT027",NA
"FDU55","OUT046",NA
"FDL45","OUT013",NA
"DRK37","OUT049",NA
"FDK22","OUT013",NA
"DRG37","OUT027",NA
"FDK22","OUT017",NA
"DRH36","OUT018",NA
"DRC36","OUT018",NA
"DRE03","OUT027",NA
"FDF34","OUT046",NA
"FDZ22","OUT046",NA
"FDC44","OUT010",NA
"FDN31","OUT027",NA
"FDO03","OUT017",NA
"FDA01","OUT049",NA
"NCH42","OUT049",NA
"FDF46","OUT018",NA
"DRL35","OUT046",NA
"FDW46","OUT049",NA
"FDB58","OUT046",NA
"FDD47","OUT018",NA
"NCO17","OUT045",NA
"FDJ26","OUT017",NA
"FDU37","OUT045",NA
